FULL_CODE,PAR_CODE,PAR_NAME,DUN_CODE,DUN_NAME,DM_CODE,DM_NAME,POPULATION
004/01/01,004,LANGKAWI,01,AYER HANGAT,01,KUALA TERIANG,1370
004/01/02,004,LANGKAWI,01,AYER HANGAT,02,EWA,1416
004/01/03,004,LANGKAWI,01,AYER HANGAT,03,PADANG LALANG,2814
004/01/04,004,LANGKAWI,01,AYER HANGAT,04,KILIM,1015
004/01/05,004,LANGKAWI,01,AYER HANGAT,05,LADANG SUNGAI RAYA,1560
004/01/06,004,LANGKAWI,01,AYER HANGAT,06,WANG TOK RENDONG,733
004/01/07,004,LANGKAWI,01,AYER HANGAT,07,ULU MELAKA,1642
004/01/08,004,LANGKAWI,01,AYER HANGAT,08,NYIOR CHABANG,1436
004/01/09,004,LANGKAWI,01,AYER HANGAT,09,PADANG KANDANG,1869
004/01/10,004,LANGKAWI,01,AYER HANGAT,10,PADANG MATSIRAT,621
004/01/11,004,LANGKAWI,01,AYER HANGAT,11,KAMPUNG ATAS,1205
004/01/12,004,LANGKAWI,01,AYER HANGAT,12,BUKIT KEMBOJA,2033
004/01/13,004,LANGKAWI,01,AYER HANGAT,13,MAKAM MAHSURI,1178
004/02/01,004,LANGKAWI,02,KUAH,01,KAMPUNG GELAM,1024
004/02/02,004,LANGKAWI,02,KUAH,02,KEDAWANG,1146
004/02/03,004,LANGKAWI,02,KUAH,03,PANTAI CHENANG,1399
004/02/04,004,LANGKAWI,02,KUAH,04,TEMONYONG,1078
004/02/05,004,LANGKAWI,02,KUAH,05,KAMPUNG BAYAS,1077
004/02/06,004,LANGKAWI,02,KUAH,06,SUNGAI MENGHULU,2180
004/02/07,004,LANGKAWI,02,KUAH,07,KELIBANG,2042
004/02/08,004,LANGKAWI,02,KUAH,08,DUNDONG,1770
004/02/09,004,LANGKAWI,02,KUAH,09,PULAU DAYANG BUNTING,358
004/02/10,004,LANGKAWI,02,KUAH,10,LUBOK CHEMPEDAK,434
004/02/11,004,LANGKAWI,02,KUAH,11,KAMPUNG TUBA,1013
004/02/12,004,LANGKAWI,02,KUAH,12,KUAH,2583
004/02/13,004,LANGKAWI,02,KUAH,13,KAMPUNG BUKIT MALUT,1613
004/02/14,004,LANGKAWI,02,KUAH,14,BENDANG BARU,1036
005/03/01,005,JERLUN,03,KOTA SIPUTEH,01,KAMPUNG BAHAGIA,1135
005/03/02,005,JERLUN,03,KOTA SIPUTEH,02,KAMPUNG PERING,773
005/03/03,005,JERLUN,03,KOTA SIPUTEH,03,KAMPUNG KANDIS,1020
005/03/04,005,JERLUN,03,KOTA SIPUTEH,04,PEKAN KODIANG,2052
005/03/05,005,JERLUN,03,KOTA SIPUTEH,05,KAMPUNG KODIANG,2469
005/03/06,005,JERLUN,03,KOTA SIPUTEH,06,KAMPUNG SIPUTEH,956
005/03/07,005,JERLUN,03,KOTA SIPUTEH,07,MEGAT DEWA,1559
005/03/08,005,JERLUN,03,KOTA SIPUTEH,08,BUKIT HANTU,1992
005/03/09,005,JERLUN,03,KOTA SIPUTEH,09,MESJID PAYA,989
005/03/10,005,JERLUN,03,KOTA SIPUTEH,10,BATU 4 JALAN SANGLANG,1433
005/03/11,005,JERLUN,03,KOTA SIPUTEH,11,MANGGOL,1322
005/03/12,005,JERLUN,03,KOTA SIPUTEH,12,TOK KEPAK,951
005/03/13,005,JERLUN,03,KOTA SIPUTEH,13,SUNGAI KOROK,1012
005/03/14,005,JERLUN,03,KOTA SIPUTEH,14,BATAS BENGKOK,528
005/03/15,005,JERLUN,03,KOTA SIPUTEH,15,KAMPUNG SANGLANG,1548
005/03/16,005,JERLUN,03,KOTA SIPUTEH,16,KERPAN,1564
005/03/17,005,JERLUN,03,KOTA SIPUTEH,17,KUALA SANGLANG,1268
005/04/01,005,JERLUN,04,AYER HITAM,01,PADANG SERA,786
005/04/02,005,JERLUN,04,AYER HITAM,02,KAMPUNG MELELE,2488
005/04/03,005,JERLUN,04,AYER HITAM,03,KAMPUNG PUTAT,1495
005/04/04,005,JERLUN,04,AYER HITAM,04,KAMPUNG IMAM,1194
005/04/05,005,JERLUN,04,AYER HITAM,05,TELAGA BATU,1493
005/04/06,005,JERLUN,04,AYER HITAM,06,PADANG PERAHU,1374
005/04/07,005,JERLUN,04,AYER HITAM,07,KAMPUNG PIDA,1666
005/04/08,005,JERLUN,04,AYER HITAM,08,KAMPUNG GURINDAM,1347
005/04/09,005,JERLUN,04,AYER HITAM,09,ALOR BIAK,1991
005/04/10,005,JERLUN,04,AYER HITAM,10,KUBANG SEPAT,1403
005/04/11,005,JERLUN,04,AYER HITAM,11,LANA BULU,2306
005/04/12,005,JERLUN,04,AYER HITAM,12,PERMATANG PAKU,1797
005/04/13,005,JERLUN,04,AYER HITAM,13,MATANG BONGLAI,1714
005/04/14,005,JERLUN,04,AYER HITAM,14,JERLUN,1900
005/04/15,005,JERLUN,04,AYER HITAM,15,LUBOK PINANG,1613
005/04/16,005,JERLUN,04,AYER HITAM,16,PEKAN AYER HITAM,1953
005/04/17,005,JERLUN,04,AYER HITAM,17,KAMPUNG GANDAI,1295
005/04/18,005,JERLUN,04,AYER HITAM,18,KUBANG NIPAH,1332
006/05/01,006,KUBANG PASU,05,BUKIT KAYU HITAM,01,BUKIT KAYU HITAM,2739
006/05/02,006,KUBANG PASU,05,BUKIT KAYU HITAM,02,FELDA BUKIT TANGGA,1740
006/05/03,006,KUBANG PASU,05,BUKIT KAYU HITAM,03,TEMIN,905
